Week,This_Week,Last_Week,End_2019,Name,Average_Points,Total_Points,Events_Played_Divisor,Points_Lost_2020,Points_Gained_2020,Events_Played_Actual,Pro/Am
11,98,98.0,85.0,Joost Luiten,1.5381,61.52,40,-12.66,6.74,39,Pro
11,99,97.0,69.0,C.T. Pan,1.5324,79.68,52,-20.01,,54,Pro
11,100,101.0,108.0,Scott Piercy,1.5313,78.1,51,-14.54,19.38,51,Pro
11,101,100.0,103.0,Vaughn Taylor,1.5065,78.34,52,-11.64,13.79,53,Pro
11,102,104.0,233.0,Nick Taylor,1.5001,78.01,52,-6.77,46.43,57,Pro
11,103,102.0,84.0,Rory Sabbatini,1.4999,78.0,52,-16.02,6.11,55,Pro
11,104,105.0,134.0,Brad Kennedy,1.4838,66.77,45,-8.13,19.44,45,Pro
11,105,103.0,74.0,Andrea Pavan,1.483,77.12,52,-18.54,,58,Pro
11,106,106.0,115.0,Adri Arnaus,1.4596,75.9,52,-12.99,18.32,60,Pro
11,107,107.0,154.0,Daniel Berger,1.4513,63.86,44,-11.78,28.56,44,Pro
11,108,111.0,96.0,Ryan Moore,1.4506,63.83,44,-16.53,11.27,44,Pro
11,109,108.0,116.0,Adam Long,1.4427,75.02,52,-12.04,16.7,64,Pro
11,110,110.0,117.0,Matthew Wolff,1.4398,57.59,40,-7.19,10.36,18,Pro
11,111,109.0,72.0,Justin Harding,1.432,74.46,52,-22.51,5.88,61,Pro
11,112,112.0,75.0,Alex Noren,1.4196,72.4,51,-28.48,7.36,51,Pro
11,113,113.0,228.0,Andrew Landry,1.4064,71.73,51,-11.23,44.08,51,Pro
11,114,114.0,118.0,Thomas Detry,1.4027,72.94,52,-10.73,13.19,55,Pro
11,115,115.0,125.0,Martin Kaymer,1.399,72.75,52,-12.16,18.2,56,Pro
11,116,117.0,102.0,Dylan Frittelli,1.3407,69.72,52,-14.78,6.61,60,Pro
11,117,116.0,106.0,Rikuya Hoshino,1.3399,69.68,52,-12.93,7.83,53,Pro
11,118,119.0,94.0,Junggon Hwang,1.3229,68.79,52,-11.72,,52,Pro
11,119,118.0,81.0,Lucas Bjerregaard,1.3214,68.71,52,-22.0,,54,Pro
11,120,122.0,175.0,JC Ritchie,1.2941,53.06,41,-8.36,23.62,41,Pro
11,121,120.0,111.0,Romain Langasque,1.2682,65.95,52,-11.97,4.21,56,Pro
11,122,123.0,157.0,Joohyung Kim(June2002),1.2576,50.31,40,-4.37,13.75,30,Pro
11,123,121.0,110.0,Russell Knox,1.2497,64.98,52,-18.98,10.06,58,Pro
11,124,124.0,124.0,Harold Varner III,1.2462,64.8,52,-12.57,10.75,55,Pro
11,125,125.0,109.0,Guido Migliozzi,1.2297,59.03,48,-9.01,6.48,48,Pro
11,126,133.0,169.0,Bud Cauley,1.2241,50.19,41,-7.59,19.06,41,Pro
11,127,127.0,240.0,Tom Hoge,1.2166,63.27,52,-7.01,32.57,62,Pro
11,128,128.0,120.0,Francesco Laporta,1.209,58.03,48,-7.35,5.2,48,Pro
11,129,129.0,142.0,Carlos Ortiz,1.2063,62.73,52,-8.57,12.1,59,Pro
11,130,126.0,107.0,Emiliano Grillo,1.2034,62.58,52,-20.84,10.12,52,Pro
11,131,130.0,148.0,Ryan Fox,1.1985,62.32,52,-14.06,19.2,55,Pro
11,132,132.0,151.0,Gunn Charoenkul,1.1983,62.31,52,-5.86,11.97,54,Pro
11,133,134.0,242.0,Min Woo Lee,1.1966,47.86,40,-3.46,22.56,29,Pro
11,134,131.0,97.0,Siwoo Kim,1.1886,61.81,52,-19.85,2.49,60,Pro
11,135,135.0,139.0,Harry Higgs,1.1792,61.32,52,-7.82,14.13,53,Pro
11,136,137.0,123.0,Brian Harman,1.1653,60.59,52,-14.89,8.51,55,Pro
11,136,136.0,112.0,Calum Hill(Nov1994),1.1653,47.78,41,-8.15,,41,Pro
11,138,139.0,131.0,Zhang Xinjun,1.1595,60.29,52,-10.23,6.06,60,Pro
11,139,138.0,137.0,Andy Sullivan,1.1578,57.89,50,-12.05,11.27,50,Pro
11,140,144.0,404.0,Brendan Steele,1.1377,53.47,47,-5.96,39.4,47,Pro
11,141,143.0,189.0,George Coetzee,1.1358,59.06,52,-8.72,22.88,57,Pro
11,142,145.0,224.0,Gavin Green,1.1326,58.89,52,-7.19,26.68,57,Pro
11,143,147.0,208.0,Talor Gooch,1.1321,54.34,48,-8.0,22.66,48,Pro
11,144,141.0,126.0,Pat Perez,1.1312,50.91,45,-10.89,3.12,45,Pro
11,145,140.0,105.0,Kiradech Aphibarnrat,1.1262,58.56,52,-21.74,2.66,56,Pro
11,146,148.0,230.0,Wade Ormsby,1.1124,56.73,51,-5.69,25.57,51,Pro
11,147,142.0,92.0,Thorbjorn Olesen,1.1094,44.37,40,-18.75,,35,Pro
11,148,146.0,114.0,Kyle Stanley,1.1074,57.59,52,-22.18,7.52,53,Pro
11,149,150.0,132.0,Brian Stuard,1.0981,57.1,52,-10.53,3.92,61,Pro
11,150,149.0,141.0,Mikko Korhonen,1.0936,51.4,47,-12.92,8.62,47,Pro
11,151,151.0,133.0,Mikumu Horikawa,1.0915,56.76,52,-9.39,3.02,58,Pro
11,152,152.0,113.0,Aaron Wise,1.0776,50.65,47,-19.47,1.79,47,Pro
11,153,155.0,161.0,Wyndham Clark,1.0736,55.83,52,-9.27,14.98,60,Pro
11,154,153.0,149.0,Jordan L Smith,1.0693,54.54,51,-11.44,8.83,51,Pro
11,155,158.0,183.0,Harris English,1.0655,55.41,52,-8.02,16.32,58,Pro
11,156,156.0,129.0,Scott Vincent,1.0644,55.35,52,-11.42,,59,Pro
11,157,154.0,128.0,Kevin Tway,1.0607,55.15,52,-14.99,4.3,54,Pro
11,158,162.0,158.0,Charley Hoffman,1.0594,54.03,51,-13.31,15.46,51,Pro
11,159,157.0,140.0,Troy Merritt,1.0593,51.91,49,-11.82,5.29,49,Pro
11,160,160.0,264.0,Mackenzie Hughes,1.0546,54.84,52,-6.69,27.6,52,Pro
11,161,163.0,396.0,Sami Valimaki,1.0512,42.05,40,-2.39,27.04,35,Pro
11,162,159.0,135.0,Sebastian Soderberg,1.0508,54.64,52,-10.86,3.11,55,Pro
11,163,161.0,154.0,Jhonattan Vegas,1.0419,53.14,51,-11.42,11.2,51,Pro
11,164,164.0,332.0,Scott Brown,1.0286,53.49,52,-5.3,31.54,58,Pro
11,165,165.0,195.0,Brandon Stone,1.0123,52.64,52,-10.63,19.01,55,Pro
11,166,166.0,160.0,Pablo Larrazabal,1.0092,49.45,49,-7.66,8.39,49,Pro
11,167,168.0,186.0,Mark Hubbard,0.9976,51.87,52,-6.66,12.69,58,Pro
11,168,169.0,159.0,Robby Shelton IV,0.9945,51.71,52,-8.13,8.05,58,Pro
11,169,167.0,147.0,Jason Scrivener,0.9934,51.66,52,-8.56,2.55,56,Pro
11,170,170.0,156.0,Doc Redman,0.9862,39.45,40,-5.82,3.86,37,Pro
11,171,171.0,138.0,Brendan Jones,0.9777,40.09,41,-9.13,,41,Pro
11,172,173.0,238.0,Dean Burmester,0.9727,50.58,52,-9.21,22.4,56,Pro
11,173,172.0,136.0,Sanghyun Park,0.969,50.39,52,-13.37,,56,Pro
11,174,174.0,226.0,Ross Fisher,0.9678,47.42,49,-8.68,20.08,49,Pro
11,175,175.0,145.0,Denny McCarthy,0.9474,49.27,52,-11.31,2.49,56,Pro
11,176,177.0,227.0,Jack Senior,0.9468,49.23,52,-5.75,16.4,59,Pro
11,177,176.0,144.0,Matthew Southgate,0.9398,48.87,52,-9.82,,52,Pro
11,178,178.0,167.0,Richard Sterne,0.9259,41.66,45,-8.31,5.2,45,Pro
11,179,180.0,177.0,Kalle Samooja,0.9175,47.71,52,-7.97,9.82,55,Pro
11,180,179.0,143.0,Luke List,0.9172,47.69,52,-18.44,7.38,52,Pro
11,181,181.0,207.0,Sepp Straka,0.9153,47.6,52,-7.44,12.86,62,Pro
11,182,182.0,163.0,Zack Sucher,0.912,36.48,40,-5.6,3.09,33,Pro
11,183,183.0,164.0,Tyler Duncan(Jul1989),0.9013,46.87,52,-5.74,3.24,62,Pro
11,184,184.0,192.0,Rasmus Hojgaard,0.8962,35.85,40,-2.63,4.14,36,Pro
11,185,185.0,216.0,Rashid Khan,0.8911,37.43,42,-4.35,9.12,42,Pro
11,186,186.0,150.0,Ryuko Tokimatsu,0.8777,45.64,52,-11.05,,53,Pro
11,187,187.0,174.0,Matthew Jordan,0.8767,35.07,40,-4.8,2.94,35,Pro
11,188,188.0,214.0,Jaco Ahlers,0.8741,36.71,42,-6.76,11.44,42,Pro
11,189,189.0,152.0,Andrew Johnston,0.8638,34.55,40,-8.15,,33,Pro
11,190,190.0,209.0,Sam Burns,0.86,44.72,52,-11.4,14.51,54,Pro
11,191,191.0,194.0,David Lipsky,0.8591,44.67,52,-8.92,9.19,57,Pro
11,192,192.0,153.0,Kazuki Higa,0.8559,44.51,52,-8.01,1.35,52,Pro
11,192,194.0,166.0,Kristoffer Ventura,0.8559,34.24,40,-5.52,1.42,35,Pro
11,194,193.0,146.0,Joachim B Hansen,0.8514,44.27,52,-12.22,,59,Pro
11,195,196.0,464.0,Garrick Higgo,0.8509,34.04,40,-2.18,21.8,22,Pro
11,196,195.0,182.0,Beau Hossler,0.8444,43.91,52,-14.14,12.98,58,Pro
11,197,198.0,218.0,Cameron Tringale,0.8345,41.73,50,-5.33,7.52,50,Pro
11,198,197.0,162.0,Yuta Ikeda(Dec1985),0.8307,43.2,52,-10.02,2.28,53,Pro
11,199,199.0,190.0,Zander Lombard,0.8263,42.97,52,-7.13,6.63,64,Pro
11,200,203.0,215.0,Zac Blair,0.8217,42.73,52,-5.57,8.13,60,Pro
11,201,201.0,172.0,Masahiro Kawamura,0.8185,42.56,52,-9.42,3.88,58,Pro
11,202,204.0,180.0,Antoine Rozner,0.8176,42.52,52,-6.62,2.61,54,Pro
11,203,207.0,281.0,Matthew NeSmith,0.8172,42.5,52,-3.5,18.26,52,Pro
11,204,206.0,179.0,Nicolas Colsaerts,0.8151,42.38,52,-7.41,4.25,59,Pro
11,205,200.0,223.0,Charl Schwartzel,0.8136,32.54,40,-9.62,11.76,38,Pro
11,206,205.0,222.0,Russell Henley,0.8117,40.59,50,-10.26,11.98,50,Pro
11,207,202.0,178.0,Alexander Bjork,0.8075,38.76,48,-13.98,8.22,48,Pro
11,208,208.0,165.0,Hosung Tora San Choi,0.8066,41.94,52,-7.9,,56,Pro
11,209,209.0,236.0,Pavit Tangkamolprasert,0.8049,41.86,52,-4.83,8.96,53,Pro
11,210,212.0,188.0,Sebastian Heisele,0.8,36.0,45,-4.56,4.04,45,Pro
11,211,210.0,196.0,John Catlin,0.7947,41.33,52,-10.23,7.68,57,Pro
11,212,211.0,173.0,Joakim Lagergren,0.7934,38.87,49,-9.36,2.72,49,Pro
11,213,214.0,307.0,Cameron Davis,0.7906,41.11,52,-6.97,19.47,59,Pro
11,214,213.0,170.0,Aaron Rai,0.7851,40.83,52,-10.13,2.08,54,Pro
11,215,215.0,221.0,Adam Schenk,0.782,40.66,52,-7.24,7.76,64,Pro
11,216,217.0,268.0,Thriston Lawrence,0.7812,35.93,46,-4.37,12.64,46,Pro
11,217,216.0,168.0,Chesson Hadley,0.7755,40.33,52,-13.06,4.49,54,Pro
11,218,219.0,300.0,Kyounghoon Lee,0.7733,40.21,52,-7.12,14.91,66,Pro
11,219,218.0,171.0,Brian Gay,0.7657,39.82,52,-10.75,1.34,57,Pro
11,220,220.0,197.0,Yikeun Chang,0.7637,30.55,40,-5.19,1.92,40,Pro
11,221,221.0,204.0,Brice Garnett,0.7579,39.41,52,-10.67,7.58,56,Pro
11,222,222.0,219.0,Sam Horsfield,0.7553,39.28,52,-9.21,8.19,52,Pro
11,223,252.0,412.0,Udayan Mane,0.7511,30.04,40,-1.78,15.0,40,Pro
11,224,223.0,271.0,Andrew Dodt,0.7483,32.92,44,-3.43,8.22,44,Pro
11,225,224.0,290.0,Scott Jamieson,0.7447,35.74,48,-5.76,11.69,48,Pro
11,226,226.0,251.0,Henrik Norlander,0.7407,38.52,52,-5.84,8.47,59,Pro
11,227,227.0,211.0,Takumi Kanaya,0.7383,29.53,40,-1.98,,10,Am
11,228,231.0,417.0,Maverick McNealy,0.733,38.12,52,-4.03,20.9,57,Pro
11,229,225.0,181.0,Nick Watney,0.7318,38.05,52,-11.77,3.76,52,Pro
11,230,229.0,220.0,Richie Ramsay,0.7299,36.5,50,-5.65,4.22,50,Pro
11,231,232.0,310.0,Josh Teater,0.7298,37.95,52,-5.92,14.4,59,Pro
11,232,229.0,198.0,Seungsu Han,0.7273,37.82,52,-7.41,1.21,54,Pro
11,233,228.0,185.0,Bronson Burgoon,0.7231,34.71,48,-9.46,1.22,48,Pro
11,234,236.0,297.0,Daniel van Tonder,0.7203,33.85,47,-5.9,11.81,47,Pro
11,235,234.0,205.0,Scott Harrington,0.7189,31.63,44,-4.48,1.72,44,Pro
11,236,237.0,372.0,Patrick Rodgers,0.7152,36.47,51,-7.83,21.01,51,Pro
11,237,233.0,184.0,Julian Suri,0.7101,28.4,40,-10.26,,38,Pro
11,238,238.0,339.0,Kosuke Hamamoto,0.707,28.28,40,-2.69,10.22,37,Pro
11,239,235.0,176.0,Darius Van Driel,0.7056,33.87,48,-6.55,,48,Pro
11,240,239.0,232.0,Maverick Antcliff,0.6945,33.34,48,-5.16,3.36,48,Pro
11,241,244.0,398.0,Darren Fichardt,0.693,33.96,49,-7.06,19.27,49,Pro
11,242,240.0,217.0,K.T. Kim,0.6915,32.5,47,-3.98,,47,Pro
11,243,242.0,314.0,Anthony Quayle,0.688,33.03,48,-4.45,9.92,48,Pro
11,244,241.0,261.0,Sam Ryder,0.685,35.62,52,-8.84,11.32,54,Pro
11,245,245.0,200.0,Stewart Cink,0.683,28.69,42,-11.02,3.06,42,Pro
11,246,243.0,255.0,Louis de Jager,0.6803,35.37,52,-6.68,7.1,57,Pro
11,247,248.0,202.0,Zach Johnson,0.68,30.6,45,-11.2,4.84,45,Pro
11,248,249.0,229.0,Jimmy Walker,0.6776,31.17,46,-12.25,9.46,46,Pro
11,249,247.0,213.0,Adrian Meronk,0.6772,33.18,49,-4.87,2.08,49,Pro
11,250,246.0,203.0,Yosuke Asaji,0.6763,35.17,52,-5.83,,52,Pro
11,251,251.0,210.0,Robin Roussel,0.6726,33.63,50,-5.19,1.59,50,Pro
11,252,253.0,259.0,Miguel Tabuena,0.6696,26.78,40,-4.84,5.1,34,Pro
11,253,254.0,237.0,Steven Brown,0.6678,34.73,52,-5.54,2.76,57,Pro
11,254,250.0,187.0,Ryan Armour,0.6669,34.68,52,-10.48,,58,Pro
11,255,255.0,277.0,Naoki Sekito,0.6664,26.66,40,-3.48,5.22,35,Pro
